Unnamed: 0,GANomaly,REPEN,DeepSAD,DevNet,PReNet,FEAWAD,XGBOD,LR,NB,SVM,MLP,RF,LGB,XGB,CatB,ResNet,FTTransformer,Meta_baseline_rs,Meta_baseline_ss,Meta_baseline_gt,Meta
"('7_Cardiotocography', 2, 5)",0.5116378066378068,0.8306421356421357,0.410021645021645,0.731075036075036,0.8514430014430013,0.7722438672438672,0.7739393939393939,0.7708008658008658,0.7731168831168831,0.2987662337662338,0.2696176046176046,0.6040836940836941,0.7646536796536796,0.812958152958153,0.8303391053391053,0.6154329004329006,0.8661111111111112,0.4102236652236652,0.4765151515151515,0.9474386724386724,0.9152164502164504
"('7_Cardiotocography', 2, 10)",0.5126046176046177,0.7878427128427129,0.4713636363636363,0.8415223665223664,0.8586580086580087,0.8289538239538239,0.8255266955266956,0.8345382395382395,0.822142857142857,0.8174963924963925,0.7918398268398268,0.7186075036075036,0.7694588744588743,0.839992784992785,0.9047546897546898,0.6614213564213565,0.8468181818181819,0.4125613275613275,0.5257647907647908,0.946010101010101,0.9364862914862916
"('7_Cardiotocography', 2, 20)",0.5126046176046177,0.8233116883116882,0.5515079365079365,0.8511471861471861,0.8451515151515151,0.8471645021645021,0.8213275613275614,0.8616810966810967,0.9121572871572872,0.8320851370851371,0.8293506493506494,0.7845382395382394,0.8625757575757576,0.8628354978354977,0.9122150072150071,0.5760678210678211,0.8741774891774892,0.9212481962481964,0.4258080808080808,0.9577705627705628,0.91489898989899
"('7_Cardiotocography', 3, 5)",0.498989898989899,0.6516161616161616,0.3667099567099567,0.6806493506493507,0.6805050505050505,0.6538961038961039,0.7394155844155844,0.6925685425685426,0.821024531024531,0.6007936507936508,0.3547763347763347,0.6673593073593074,0.74007215007215,0.7430519480519482,0.82012987012987,0.3318037518037519,0.8356277056277056,0.7526695526695526,0.4406782106782107,0.883968253968254,0.838989898989899
"('7_Cardiotocography', 3, 10)",0.498989898989899,0.8184704184704185,0.3765079365079364,0.7195959595959596,0.7290764790764791,0.7376190476190476,0.8354689754689755,0.7610245310245309,0.877085137085137,0.6799711399711399,0.4034199134199134,0.7002453102453102,0.8324242424242425,0.868997113997114,0.8744733044733045,0.4186580086580086,0.8545165945165945,0.8016161616161617,0.551976911976912,0.915050505050505,0.8274747474747474
"('7_Cardiotocography', 3, 20)",0.5,0.7769408369408369,0.4075324675324675,0.8412265512265512,0.8285137085137085,0.743001443001443,0.8287373737373738,0.7631024531024531,0.83994227994228,0.7263780663780665,0.4825396825396826,0.7773448773448774,0.8484704184704184,0.8623665223665223,0.8640548340548342,0.5103463203463203,0.8056998556998556,0.7989177489177489,0.4991341991341992,0.943953823953824,0.8688311688311687
"('23_mammography', 1, 5)",0.8210227272727273,0.8474431818181818,0.7826704545454546,0.8241477272727273,0.8008522727272728,0.8475568181818182,0.8085227272727272,0.8506818181818182,0.829375,0.6080113636363637,0.6659659090909091,0.6800284090909091,0.8639204545454545,0.837840909090909,0.8459090909090909,0.3842045454545454,0.8296590909090908,0.5799715909090909,0.7648863636363635,0.9160795454545454,0.8779545454545454
"('23_mammography', 1, 10)",0.8229545454545454,0.8640340909090909,0.7908522727272727,0.871534090909091,0.8480113636363635,0.8006818181818182,0.8585795454545455,0.8838636363636363,0.833806818181818,0.6782386363636363,0.7774431818181818,0.7769886363636364,0.8524431818181818,0.8453693181818182,0.8557386363636365,0.4692045454545455,0.8489204545454545,0.8911931818181819,0.8533522727272728,0.9400568181818182,0.7614204545454545
"('23_mammography', 1, 20)",0.8217613636363638,0.8589772727272729,0.8203977272727273,0.8941477272727272,0.8797159090909091,0.8875568181818182,0.8699999999999999,0.8961931818181817,0.8521590909090909,0.6911931818181819,0.8472727272727272,0.8602272727272727,0.8385795454545455,0.8500568181818182,0.8872159090909092,0.6914204545454545,0.8563068181818181,0.913693181818182,0.7130681818181819,0.9307386363636364,0.7842045454545454
"('23_mammography', 2, 5)",0.8277804864835581,0.898044314426567,0.8908933311663687,0.8767538869927949,0.8849341784495368,0.8887805406576738,0.9005363237445149,0.908445744623219,0.8997237120104015,0.8080069342867977,0.7523159434422233,0.6662874478574137,0.8867760983801939,0.9349098000975136,0.9272983368546508,0.5329107752315944,0.942900482149629,0.1474619426837857,0.6402838723657837,0.9553063546237608,0.8978276179641367
